Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood
"1708-1710 Cabrillo St, San Francisco, CA, 94121",1828125,4.0,1.0,3450.0,MULTI_FAMILY,San Francisco
"607-619 Oak St, San Francisco, CA, 94117",3700000,22.0,,9600.0,MULTI_FAMILY,San Francisco
"2675 Sutter St, San Francisco, CA, 94115",2812000,7.0,5.0,3076.0,SINGLE_FAMILY,San Francisco
"200 Portola Dr Apt 201, San Francisco, CA, 94131",923100,2.0,2.0,1199.0,CONDOS,San Francisco
"5050A-50B Walter St, San Francisco, CA, 94114",2505000,6.0,3.0,4308.0,MULTI_FAMILY,San Francisco
"1471 19th Ave Apt 3, San Francisco, CA, 94122",600000,1.0,1.0,700.0,OTHER,San Francisco
"773 Chestnut St, San Francisco, CA, 94133",1728000,,3.0,2485.0,MULTI_FAMILY,San Francisco
"95 Santa Paula Ave, San Francisco, CA, 94127",3025000,4.0,2.0,2983.0,SINGLE_FAMILY,San Francisco
"2235 3rd St Ste W504, San Francisco, CA, 94107",76000000,,,157256.0,OTHER,San Francisco
"1800 Lawton St, San Francisco, CA, 94122",1625000,3.0,2.0,1660.0,SINGLE_FAMILY,San Francisco
"1269-1273 Pacific Ave, San Francisco, CA, 94109",1250000,9.0,3.0,3861.0,MULTI_FAMILY,San Francisco
"501 Beale St Unit 19B, San Francisco, CA, 94105",1475000,2.0,2.0,1019.0,CONDOS,San Francisco
"1065 Sanchez St # 1063, San Francisco, CA, 94114",1325000,,2.0,2252.0,MULTI_FAMILY,San Francisco
"601 Van Ness Ave Apt 712, San Francisco, CA, 94102",482000,1.0,1.0,708.0,CONDOS,San Francisco
"1750-1752 Leavenworth St, San Francisco, CA, 94109",1500000,4.0,2.0,2340.0,MULTI_FAMILY,San Francisco
"420 Mission Bay Blvd N Unit 708, San Francisco, CA, 94158",1525000,2.0,2.0,1273.0,CONDOS,San Francisco
"2555 Green St, San Francisco, CA, 94123",7300000,5.0,3.0,4800.0,SINGLE_FAMILY,San Francisco
"19 Moss St, San Francisco, CA, 94103",815000,4.0,4.0,2750.0,MULTI_FAMILY,San Francisco
"583 43rd Ave, San Francisco, CA, 94121",1095000,3.0,1.0,1375.0,SINGLE_FAMILY,San Francisco
"999 Green St Apt 1403, San Francisco, CA, 94133",1305000,1.0,1.0,970.0,CONDOS,San Francisco
"1063-1065 Sanchez St, San Francisco, CA, 94114",1325000,4.0,1.0,2252.0,MULTI_FAMILY,San Francisco
"672 Prentiss St, San Francisco, CA, 94110",1440000,3.0,2.0,1625.0,SINGLE_FAMILY,San Francisco
"1101 Green St Unit 1402, San Francisco, CA, 94109",1049000,1.0,1.0,931.0,CONDOS,San Francisco
"56 Harper St, San Francisco, CA, 94131",2265000,2.0,2.0,1600.0,SINGLE_FAMILY,San Francisco
"221 Sargent St, San Francisco, CA, 94132",1000000,,1.0,1144.0,SINGLE_FAMILY,San Francisco
"401 Harrison St Apt 25A, San Francisco, CA, 94105",935000,1.0,1.0,840.0,CONDOS,San Francisco
"32 Cross St, San Francisco, CA, 94112",1210000,4.0,2.0,2540.0,SINGLE_FAMILY,San Francisco
"1100 Cortland Ave, San Francisco, CA, 94110",1550000,,2.0,1265.0,SINGLE_FAMILY,San Francisco
"219 Brannan St Unit 3E, San Francisco, CA, 94107",510000,1.0,1.0,476.0,CONDOS,San Francisco
"738 Athens St, San Francisco, CA, 94112",1650000,3.0,3.0,1965.0,SINGLE_FAMILY,San Francisco
"1471 19th Ave Apt 2, San Francisco, CA, 94122",600000,1.0,1.0,650.0,SINGLE_FAMILY,San Francisco
"69 28th St, San Francisco, CA, 94110",4695000,4.0,3.0,2987.0,SINGLE_FAMILY,San Francisco
"163-165 7th Ave, San Francisco, CA, 94118",2625000,0.0,,3575.0,MULTI_FAMILY,San Francisco
"2121 Webster St # 10, San Francisco, CA, 94115",4000000,3.0,3.0,2428.0,CONDO,San Francisco
"1874 34th Ave, San Francisco, CA, 94122",1479000,4.0,4.0,2367.0,SINGLE_FAMILY,San Francisco
"175 Farragut Ave, San Francisco, CA, 94112",900000,,1.0,1082.0,SINGLE_FAMILY,San Francisco
"45 Bartlett St Unit 412, San Francisco, CA, 94110",635000,1.0,1.0,631.0,CONDOS,San Francisco
"667 39th Ave, San Francisco, CA, 94121",1510000,5.0,2.0,1884.0,SINGLE_FAMILY,San Francisco
"243 Granada Ave, San Francisco, CA, 94112",1788000,3.0,3.0,1946.0,SINGLE_FAMILY,San Francisco
"2067 20th Ave, San Francisco, CA, 94116",1410000,3.0,2.0,1450.0,SINGLE_FAMILY,San Francisco
"470 Madrid St, San Francisco, CA, 94112",1009000,3.0,2.0,1394.0,SINGLE_FAMILY,San Francisco
"1201 California St Unit 205, San Francisco, CA, 94109",775000,1.0,1.0,936.0,CONDOS,San Francisco
"81 Frank Norris St Unit 701, San Francisco, CA, 94109",545000,1.0,1.0,,CONDOS,San Francisco
"325 Bridgeview Dr, San Francisco, CA, 94124",920000,4.0,2.0,1570.0,SINGLE_FAMILY,San Francisco
"156 Lombard St Apt 14, San Francisco, CA, 94111",1075000,2.0,2.0,1388.0,TOWNHOMES,San Francisco
"855 Folsom St Apt 125, San Francisco, CA, 94107",685000,1.0,1.0,,CONDOS,San Francisco
"161 Dalewood Way, San Francisco, CA, 94127",2000000,4.0,3.0,2027.0,SINGLE_FAMILY,San Francisco
"1603 18th St, San Francisco, CA, 94107",900000,2.0,2.0,1157.0,CONDOS,San Francisco
"627 London St, San Francisco, CA, 94112",908000,2.0,1.0,1131.0,SINGLE_FAMILY,San Francisco
"301 Banks St, San Francisco, CA, 94110",1550000,4.0,2.0,1617.0,MULTI_FAMILY,San Francisco
"1285 Holloway Ave, San Francisco, CA, 94132",1912000,4.0,3.0,3016.0,SINGLE_FAMILY,San Francisco
"533 Haight St, San Francisco, CA, 94117",1700000,,3.0,4905.0,OTHER,San Francisco
"1501 28th Ave, San Francisco, CA, 94122",1250000,,2.0,2169.0,SINGLE_FAMILY,San Francisco
"200 Townsend St Unit 4, San Francisco, CA, 94107",695000,1.0,2.0,877.0,CONDOS,San Francisco
"1601 Taraval St, San Francisco, CA, 94116",1120000,3.0,,2618.0,MULTI_FAMILY,San Francisco
"2360 Union St Apt 1, San Francisco, CA, 94123",925000,12.0,7.0,7593.0,OTHER,San Francisco
"1870 Jackson St Apt 404, San Francisco, CA, 94109",2498000,3.0,3.0,1958.0,CONDOS,San Francisco
"2367 32nd Ave, San Francisco, CA, 94116",2330000,3.0,4.0,2025.0,SINGLE_FAMILY,San Francisco
"161 Castro St Unit C, San Francisco, CA, 94114",905000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"288 Pacific Ave Unit 3A, San Francisco, CA, 94111",1850000,2.0,2.0,1207.0,CONDOS,San Francisco
"300 3rd St Apt 818, San Francisco, CA, 94107",1020000,2.0,2.0,1514.0,CONDOS,San Francisco
"2299 Sacramento St Apt 15, San Francisco, CA, 94115",1325000,2.0,1.0,1252.0,CONDOS,San Francisco
"773-775 Chestnut St, San Francisco, CA, 94133",1728000,6.0,3.0,,MULTI_FAMILY,San Francisco
"631 Ofarrell St Apt 1216, San Francisco, CA, 94109",335000,0.0,1.0,480.0,CONDOS,San Francisco
"2773-2777 Bryant St, San Francisco, CA, 94110",935000,9.0,1.0,3540.0,MULTI_FAMILY,San Francisco
"1606 34th Ave, San Francisco, CA, 94122",1810000,3.0,2.0,1540.0,SINGLE_FAMILY,San Francisco
"170 Eastwood Dr, San Francisco, CA, 94112",2200000,5.0,3.0,2604.0,SINGLE_FAMILY,San Francisco
"1695 Sutter St, San Francisco, CA, 94109",1350000,3.0,2.0,1611.0,CONDOS,San Francisco
"1521 Treat Ave, San Francisco, CA, 94110",1291000,,2.0,2400.0,MULTI_FAMILY,San Francisco
"276 Bemis St, San Francisco, CA, 94131",999000,1.0,1.0,756.0,SINGLE_FAMILY,San Francisco
"915 N Point St Unit S3, San Francisco, CA, 94109",1250000,2.0,2.0,820.0,CONDOS,San Francisco
"2250 24th St Unit 233, San Francisco, CA, 94107",335000,0.0,1.0,456.0,CONDOS,San Francisco
"715 Prague St, San Francisco, CA, 94112",865000,2.0,1.0,1094.0,SINGLE_FAMILY,San Francisco
"121 Denslowe Dr, San Francisco, CA, 94132",1900000,,1.0,1357.0,SINGLE_FAMILY,San Francisco
"1495 21st Ave, San Francisco, CA, 94122",1438000,4.0,2.0,2225.0,SINGLE_FAMILY,San Francisco
"333 Main St Unit 4J, San Francisco, CA, 94105",799000,1.0,1.0,833.0,CONDOS,San Francisco
"1032 Capp St, San Francisco, CA, 94110",1065000,3.0,1.0,1250.0,CONDOS,San Francisco
"2239 Bryant St, San Francisco, CA, 94110",1235000,2.0,2.0,1228.0,SINGLE_FAMILY,San Francisco
"301 Mission St Apt 17B, San Francisco, CA, 94105",590000,1.0,1.0,668.0,CONDOS,San Francisco
"160 Upland Dr, San Francisco, CA, 94127",2850000,5.0,4.0,2594.0,SINGLE_FAMILY,San Francisco
"639 18th Ave, San Francisco, CA, 94121",1650000,3.0,2.0,1677.0,SINGLE_FAMILY,San Francisco
"378 Ralston St, San Francisco, CA, 94132",980000,2.0,1.0,1190.0,SINGLE_FAMILY,San Francisco
"3364 21st St, San Francisco, CA, 94110",1510000,5.0,3.0,2580.0,MULTI_FAMILY,San Francisco
"1650 Jackson St Apt 307, San Francisco, CA, 94109",461000,1.0,1.0,632.0,CONDOS,San Francisco
"403 Main St Unit 215N, San Francisco, CA, 94105",1100000,2.0,2.0,1207.0,CONDOS,San Francisco
"1945 Washington St Apt 412, San Francisco, CA, 94109",738888,1.0,1.0,653.0,CONDOS,San Francisco
"655 Corbett Ave Apt 508, San Francisco, CA, 94114",690000,1.0,1.0,716.0,CONDOS,San Francisco
"2100 Green St Apt 302, San Francisco, CA, 94123",2100000,2.0,2.0,1835.0,CONDOS,San Francisco
"1800 Washington St Apt 717, San Francisco, CA, 94109",707000,1.0,1.0,745.0,CONDOS,San Francisco
"2440 Clay St, San Francisco, CA, 94115",2598000,5.0,2.0,2584.0,CONDOS,San Francisco
"2 Summit Way, San Francisco, CA, 94132",1550000,3.0,2.0,2249.0,TOWNHOMES,San Francisco
"425 1st St Unit 1506, San Francisco, CA, 94105",1308000,2.0,2.0,1238.0,CONDOS,San Francisco
"2655 Bush St Apt 119, San Francisco, CA, 94115",780000,1.0,1.0,793.0,CONDOS,San Francisco
"301 Bryant St Apt D23, San Francisco, CA, 94107",375000,1.0,1.0,974.0,CONDOS,San Francisco
"1210 40th Ave, San Francisco, CA, 94122",1708000,3.0,2.0,1790.0,SINGLE_FAMILY,San Francisco
"221 Noe St Apt 12, San Francisco, CA, 94114",775000,1.0,1.0,662.0,SINGLE_FAMILY,San Francisco
"2360 Union St Apt 2, San Francisco, CA, 94123",925000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"875 California St Unit Ph 1, San Francisco, CA, 94108",4900000,3.0,2.0,2020.0,CONDOS,San Francisco
"1338 York St, San Francisco, CA, 94110",1340000,3.0,1.0,1446.0,SINGLE_FAMILY,San Francisco
"110 Channel St Unit 306, San Francisco, CA, 94158",1488000,2.0,2.0,,CONDOS,San Francisco
"533-537 Haight St, San Francisco, CA, 94117",1700000,,,4905.0,MULTI_FAMILY,San Francisco
"3532 23rd St Unit 3, San Francisco, CA, 94110",1862500,2.0,2.0,,CONDOS,San Francisco
"2395 26th Ave, San Francisco, CA, 94116",5450000,22.0,,14480.0,MULTI_FAMILY,San Francisco
"1207 Indiana St Apt 10, San Francisco, CA, 94107",965000,2.0,2.0,1263.0,CONDOS,San Francisco
"248 Miramar Ave, San Francisco, CA, 94112",1050000,2.0,1.0,810.0,SINGLE_FAMILY,San Francisco
"76 Richland Ave, San Francisco, CA, 94110",2000000,4.0,3.0,2076.0,CONDOS,San Francisco
"1650 N Jackson St Unit 806, San Francisco, CA, 94109",965000,1.0,1.0,875.0,CONDOS,San Francisco
"221 Noe St Apt 8, San Francisco, CA, 94114",775000,18.0,12.0,9840.0,OTHER,San Francisco
"1751 25th Ave, San Francisco, CA, 94122",2100000,3.0,2.0,1975.0,SINGLE_FAMILY,San Francisco
"278 7th Ave, San Francisco, CA, 94118",2400000,8.0,4.0,4200.0,MULTI_FAMILY,San Francisco
"1706 42nd Ave, San Francisco, CA, 94122",1400000,2.0,1.0,1050.0,SINGLE_FAMILY,San Francisco
"30 Rockwood Ct, San Francisco, CA, 94127",1025000,2.0,1.0,1521.0,SINGLE_FAMILY,San Francisco
"2266 28th Ave, San Francisco, CA, 94116",853000,,1.0,1150.0,SINGLE_FAMILY,San Francisco
"3090 San Bruno Ave Apt C, San Francisco, CA, 94134",2300000,9.0,6.0,4731.0,MULTI_FAMILY,San Francisco
"550 S Van Ness Ave Apt 306, San Francisco, CA, 94110",499000,1.0,1.0,734.0,CONDOS,San Francisco
"1482 38th Ave, San Francisco, CA, 94122",1448000,2.0,1.0,1375.0,SINGLE_FAMILY,San Francisco
"1201 Sutter St Unit 202, San Francisco, CA, 94109",361500,1.0,1.0,447.0,CONDO,San Francisco
"3090 San Bruno Ave, San Francisco, CA, 94134",2300000,11.0,5.0,4732.0,MULTI_FAMILY,San Francisco
"3 Sonoma St, San Francisco, CA, 94133",1200000,,3.0,1320.0,OTHER,San Francisco
"1205 Oak St Apt 2, San Francisco, CA, 94117",1000000,1.0,1.0,,CONDOS,San Francisco
"152-154 Ord St, San Francisco, CA, 94114",2590000,8.0,5.0,3522.0,MULTI_FAMILY,San Francisco
"69 Lisbon St, San Francisco, CA, 94112",820000,2.0,1.0,1300.0,SINGLE_FAMILY,San Francisco
"3284 Folsom St, San Francisco, CA, 94110",2100000,3.0,2.0,1708.0,SINGLE_FAMILY,San Francisco
"5 Sonoma St, San Francisco, CA, 94133",1200000,,3.0,1995.0,OTHER,San Francisco
"372 Baltimore Way, San Francisco, CA, 94112",1400000,3.0,2.0,1570.0,SINGLE_FAMILY,San Francisco
"268 Gold Mine Dr, San Francisco, CA, 94131",2450000,4.0,3.0,2597.0,SINGLE_FAMILY,San Francisco
"1620 Taraval St, San Francisco, CA, 94116",5450000,,19.0,14480.0,OTHER,San Francisco
"550 Davis St Unit 44, San Francisco, CA, 94111",1925000,3.0,2.0,1520.0,CONDO,San Francisco
"589 Texas St, San Francisco, CA, 94107",750000,2.0,2.0,1302.0,SINGLE_FAMILY,San Francisco
"3090 Market St, San Francisco, CA, 94114",690500,4.0,2.0,2100.0,MULTI_FAMILY,San Francisco
"245 Campbell Ave, San Francisco, CA, 94134",960000,3.0,2.0,1370.0,SINGLE_FAMILY,San Francisco
"1 Bristol Ct Apt 219, San Francisco, CA, 94130",698700,1.0,1.0,936.0,CONDOS,San Francisco
"1539 Powell St, San Francisco, CA, 94133",150000,,,,OTHER,San Francisco
"222 Holyoke St, San Francisco, CA, 94134",1075000,2.0,1.0,1250.0,SINGLE_FAMILY,San Francisco
"3720 Sacramento St Apt 5, San Francisco, CA, 94118",459900,0.0,1.0,,SINGLE_FAMILY,San Francisco
"1553 Powell St # 1551, San Francisco, CA, 94133",150000,,1.0,2480.0,MULTI_FAMILY,San Francisco
"300 Beale St Apt 504, San Francisco, CA, 94105",630000,1.0,1.0,754.0,CONDOS,San Francisco
"3720 Sacramento St Apt 4, San Francisco, CA, 94118",460000,,4.0,2824.0,OTHER,San Francisco
"431 Bacon St, San Francisco, CA, 94134",840000,4.0,3.0,1877.0,SINGLE_FAMILY,San Francisco
"1 Hawthorne St Unit 14C, San Francisco, CA, 94105",1175000,2.0,2.0,1313.0,CONDOS,San Francisco
"1300 22nd St Apt 410, San Francisco, CA, 94107",1362400,2.0,2.0,1048.0,CONDOS,San Francisco
"2013-2015 Golden Gate Ave, San Francisco, CA, 94115",1500000,3.0,1.0,2385.0,MULTI_FAMILY,San Francisco
"1288 Howard St Apt 323, San Francisco, CA, 94103",344500,,1.0,547.0,CONDO,San Francisco
"62 Vernon St, San Francisco, CA, 94132",2000000,7.0,5.0,3540.0,SINGLE_FAMILY,San Francisco
"807 Vienna St, San Francisco, CA, 94112",1556000,3.0,3.0,1755.0,SINGLE_FAMILY,San Francisco
"682 London St, San Francisco, CA, 94112",1250000,3.0,2.0,1735.0,SINGLE_FAMILY,San Francisco
"736 Lyon St, San Francisco, CA, 94115",1840000,3.0,3.0,1727.0,CONDO,San Francisco
"869 30th Ave, San Francisco, CA, 94121",920000,3.0,1.0,1500.0,SINGLE_FAMILY,San Francisco
"23A Delmar St, San Francisco, CA, 94117",780000,1.0,1.0,667.0,CONDO,San Francisco
"2 Ora Way, San Francisco, CA, 94131",2156000,3.0,2.0,1799.0,SINGLE_FAMILY,San Francisco
"46 Surrey St, San Francisco, CA, 94131",2400000,3.0,3.0,2160.0,SINGLE_FAMILY,San Francisco
"1301 Indiana St Unit 404, San Francisco, CA, 94107",1520000,3.0,2.0,1483.0,CONDOS,San Francisco
"527 Baker St, San Francisco, CA, 94117",1750000,3.0,2.0,1810.0,CONDOS,San Francisco
"1831 Steiner St, San Francisco, CA, 94115",1610000,2.0,2.0,1197.0,CONDOS,San Francisco
"337 Pacheco St, San Francisco, CA, 94116",1200000,,,,LAND,San Francisco
"88 King St Unit 1122, San Francisco, CA, 94107",2200000,3.0,2.0,,CONDOS,San Francisco
"555 4th St Unit 438, San Francisco, CA, 94107",625000,1.0,1.0,721.0,CONDOS,San Francisco
"391 Joost Ave, San Francisco, CA, 94131",820000,2.0,1.0,1178.0,SINGLE_FAMILY,San Francisco
"1962 Quint St, San Francisco, CA, 94124",800000,,1.0,1150.0,SINGLE_FAMILY,San Francisco
"1052 Chestnut St, San Francisco, CA, 94109",4800000,3.0,3.0,2070.0,CONDOS,San Francisco
"107 Venus St, San Francisco, CA, 94124",1050000,3.0,2.0,1412.0,SINGLE_FAMILY,San Francisco
"830 37th Ave, San Francisco, CA, 94121",1500000,2.0,1.0,1840.0,SINGLE_FAMILY,San Francisco
"260 King St Unit 507, San Francisco, CA, 94107",640000,1.0,1.0,896.0,CONDOS,San Francisco
"57 Masonic Ave, San Francisco, CA, 94118",1749000,3.0,2.0,2332.0,SINGLE_FAMILY,San Francisco
"1434 25th Ave, San Francisco, CA, 94122",1375000,3.0,1.0,1600.0,SINGLE_FAMILY,San Francisco
"23 - A Delmar Street, San Francisco, CA, 94117",780000,2.0,1.0,752.0,CONDOS,San Francisco
"1683 37th Ave, San Francisco, CA, 94122",1800000,3.0,2.0,1760.0,SINGLE_FAMILY,San Francisco
"1452 Bush St Unit 9, San Francisco, CA, 94109",1007500,2.0,2.0,1329.0,CONDOS,San Francisco
"133 Holloway Ave, San Francisco, CA, 94112",965000,3.0,1.0,1296.0,SINGLE_FAMILY,San Francisco
"232 Holladay Ave, San Francisco, CA, 94110",1280000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"301 Mission St Apt 16H, San Francisco, CA, 94105",640000,1.0,1.0,773.0,CONDOS,San Francisco
"370 Monterey Blvd Apt 311, San Francisco, CA, 94131",381247,1.0,1.0,790.0,CONDOS,San Francisco
"69 Pond St, San Francisco, CA, 94114",1250000,2.0,1.0,1152.0,CONDOS,San Francisco
"939 Innes Ave, San Francisco, CA, 94124",855000,2.0,2.0,1475.0,SINGLE_FAMILY,San Francisco
"1054 Chestnut St, San Francisco, CA, 94109",2700000,4.0,3.0,2018.0,CONDOS,San Francisco
"315 Topeka Ave, San Francisco, CA, 94124",970000,3.0,2.0,1500.0,SINGLE_FAMILY,San Francisco
"262 Church St, San Francisco, CA, 94114",2700000,12.0,,11135.0,MULTI_FAMILY,San Francisco
"4527 Balboa St, San Francisco, CA, 94121",1500000,2.0,2.0,1192.0,SINGLE_FAMILY,San Francisco
"3511 23rd St Unit 2, San Francisco, CA, 94110",740000,1.0,1.0,724.0,SINGLE_FAMILY,San Francisco
"301 Mission St Apt 31D, San Francisco, CA, 94105",1450000,2.0,3.0,1952.0,CONDO,San Francisco
"375 Hearst Ave, San Francisco, CA, 94112",2750000,5.0,4.0,3678.0,SINGLE_FAMILY,San Francisco
"1646 42nd Ave, San Francisco, CA, 94122",1450000,2.0,1.0,1150.0,SINGLE_FAMILY,San Francisco
"57 Theresa St, San Francisco, CA, 94112",1315000,4.0,2.0,,SINGLE_FAMILY,San Francisco
"1286-1288 38th Ave, San Francisco, CA, 94122",1550000,4.0,2.0,2500.0,MULTI_FAMILY,San Francisco
"372 Moultrie St, San Francisco, CA, 94110",1825000,3.0,3.0,1321.0,SINGLE_FAMILY,San Francisco
"209 Bridgeview Dr, San Francisco, CA, 94124",750000,2.0,1.0,1053.0,SINGLE_FAMILY,San Francisco
"212 Sweeny St, San Francisco, CA, 94134",1320000,4.0,3.0,1926.0,SINGLE_FAMILY,San Francisco
"250 King St Unit 880, San Francisco, CA, 94107",905500,2.0,2.0,1046.0,CONDO,San Francisco
"88 King St Unit 302, San Francisco, CA, 94107",1025000,2.0,2.0,1092.0,CONDOS,San Francisco
"26 Church St, San Francisco, CA, 94114",1150000,5.0,5.0,2680.0,OTHER,San Francisco
"31 Hernandez Ave, San Francisco, CA, 94127",1710000,3.0,1.0,1680.0,SINGLE_FAMILY,San Francisco
"148 Peralta Ave Unit A, San Francisco, CA, 94110",860000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1866 32nd Ave, San Francisco, CA, 94122",1745000,2.0,2.0,1905.0,SINGLE_FAMILY,San Francisco
"1060 Filbert St, San Francisco, CA, 94133",2201000,2.0,2.0,2225.0,TOWNHOMES,San Francisco
"49 Hill St, San Francisco, CA, 94110",4554000,4.0,3.0,3080.0,SINGLE_FAMILY,San Francisco
"278 Whitney St, San Francisco, CA, 94131",1555555,3.0,2.0,1670.0,SINGLE_FAMILY,San Francisco
"1650 Baker St, San Francisco, CA, 94115",1900000,8.0,,4950.0,MULTI_FAMILY,San Francisco
"240 Lombard St Apt 835, San Francisco, CA, 94111",525000,0.0,1.0,477.0,CONDOS,San Francisco
"570 Munich St, San Francisco, CA, 94112",1363000,3.0,2.0,1550.0,SINGLE_FAMILY,San Francisco
"172 Chilton Ave, San Francisco, CA, 94131",1795000,3.0,2.0,1686.0,SINGLE_FAMILY,San Francisco
"8 Buchanan St Unit 202, San Francisco, CA, 94102",732000,1.0,1.0,778.0,CONDOS,San Francisco
"631 Myra Way, San Francisco, CA, 94127",1725000,3.0,2.0,1437.0,SINGLE_FAMILY,San Francisco
"1187 Hollister St, San Francisco, CA, 94124",850000,2.0,1.0,937.0,SINGLE_FAMILY,San Francisco
"74 Laidley St, San Francisco, CA, 94131",4250000,,,,LAND,San Francisco
"934 Carolina St, San Francisco, CA, 94107",1650000,3.0,3.0,2092.0,MULTI_FAMILY,San Francisco
"590 5th Ave Unit 592, San Francisco, CA, 94118",875000,3.0,1.0,2450.0,SINGLE_FAMILY,San Francisco
"1055 Mason St, San Francisco, CA, 94108",4560000,0.0,,9918.0,MULTI_FAMILY,San Francisco
"436 Moraga St, San Francisco, CA, 94122",1900000,3.0,2.0,1923.0,CONDO,San Francisco
"582 Goettingen St, San Francisco, CA, 94134",799000,4.0,2.0,1953.0,SINGLE_FAMILY,San Francisco
"53 Eastwood Dr, San Francisco, CA, 94112",1500000,3.0,2.0,1175.0,SINGLE_FAMILY,San Francisco
"229 Brannan St Unit 11J, San Francisco, CA, 94107",1357000,2.0,2.0,1412.0,CONDOS,San Francisco
"2929 Clement St, San Francisco, CA, 94121",1650000,6.0,4.0,3440.0,MULTI_FAMILY,San Francisco
"333 1st St Unit N307, San Francisco, CA, 94105",917500,2.0,2.0,985.0,CONDOS,San Francisco
"353 Monticello St, San Francisco, CA, 94132",752000,2.0,2.0,643.0,SINGLE_FAMILY,San Francisco
"301 Marina Blvd, San Francisco, CA, 94123",5300000,4.0,5.0,3664.0,SINGLE_FAMILY,San Francisco
"70 Laidley St, San Francisco, CA, 94131",4250000,,2.0,1913.0,SINGLE_FAMILY,San Francisco
"400 Spear St Apt 303, San Francisco, CA, 94105",600000,1.0,1.0,851.0,CONDOS,San Francisco
"182 Prague St, San Francisco, CA, 94112",1525000,3.0,2.0,1871.0,SINGLE_FAMILY,San Francisco
"1955 33rd Ave, San Francisco, CA, 94116",1014000,2.0,1.0,825.0,SINGLE_FAMILY,San Francisco
"151 Alice B Toklas Pl Unit 610, San Francisco, CA, 94109",1600000,2.0,2.0,2068.0,CONDOS,San Francisco
"1123 Greenwich St, San Francisco, CA, 94109",2260000,3.0,2.0,2223.0,CONDOS,San Francisco
"678 Vienna St, San Francisco, CA, 94112",1050000,3.0,2.0,1004.0,SINGLE_FAMILY,San Francisco
"1250 Vallejo St Apt 1, San Francisco, CA, 94109",815000,2.0,1.0,885.0,SINGLE_FAMILY,San Francisco
"1245 Anza St Unit 1, San Francisco, CA, 94118",1000000,2.0,1.0,,CONDOS,San Francisco
"191 Thrift St, San Francisco, CA, 94112",1240000,4.0,2.0,1780.0,SINGLE_FAMILY,San Francisco
"25 Miraloma Dr, San Francisco, CA, 94127",2300000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"2801 Jackson St Apt 103, San Francisco, CA, 94115",1355000,1.0,1.0,1168.0,CONDOS,San Francisco
"39 Colby St, San Francisco, CA, 94134",1495000,3.0,2.0,1875.0,SINGLE_FAMILY,San Francisco
"1871 Alemany Blvd, San Francisco, CA, 94112",1710000,3.0,2.0,1980.0,SINGLE_FAMILY,San Francisco
"1326 9th Ave, San Francisco, CA, 94122",2650000,,1.0,2875.0,OTHER,San Francisco
"70 Douglass St, San Francisco, CA, 94114",2555000,3.0,2.0,1683.0,SINGLE_FAMILY,San Francisco
"2483 Folsom St # 2481, San Francisco, CA, 94110",2695000,6.0,5.0,3720.0,MULTI_FAMILY,San Francisco
"318 Caselli Ave, San Francisco, CA, 94114",2437500,4.0,2.0,2930.0,SINGLE_FAMILY,San Francisco
"60 Ora Way Unit 208H, San Francisco, CA, 94131",339000,1.0,1.0,684.0,CONDOS,San Francisco
"647 Grand View Ave Apt 3, San Francisco, CA, 94114",1350000,2.0,2.0,1068.0,CONDOS,San Francisco
"2177 3rd St Unit 225, San Francisco, CA, 94107",1629000,3.0,2.0,1420.0,CONDOS,San Francisco
"1624 Vallejo St Apt 2, San Francisco, CA, 94123",549000,1.0,1.0,654.0,SINGLE_FAMILY,San Francisco
"2481 Folsom St, San Francisco, CA, 94110",2695000,6.0,5.0,3720.0,SINGLE_FAMILY,San Francisco
"155 Banks St, San Francisco, CA, 94110",1900000,2.0,2.0,1405.0,SINGLE_FAMILY,San Francisco
"159 Collingwood St # 157, San Francisco, CA, 94114",562500,,,,,San Francisco
"133 Marview Way, San Francisco, CA, 94131",1708000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"141 Cambridge St, San Francisco, CA, 94134",942000,3.0,1.0,994.0,SINGLE_FAMILY,San Francisco
"170 Hearst Ave, San Francisco, CA, 94131",1085000,1.0,1.0,1040.0,SINGLE_FAMILY,San Francisco
"655 Noe St, San Francisco, CA, 94114",1255000,2.0,2.0,1292.0,SINGLE_FAMILY,San Francisco
"131 Beverly St, San Francisco, CA, 94132",800000,,1.0,1188.0,SINGLE_FAMILY,San Francisco
"280 Spear St Unit 25E, San Francisco, CA, 94105",2400000,2.0,2.0,1304.0,CONDOS,San Francisco
"426 Vallejo St, San Francisco, CA, 94133",850000,1.0,1.0,728.0,CONDO,San Francisco
"859 46th Ave, San Francisco, CA, 94121",730000,3.0,2.0,1600.0,SINGLE_FAMILY,San Francisco
"163 Robinhood Dr, San Francisco, CA, 94127",2000000,3.0,2.0,1642.0,SINGLE_FAMILY,San Francisco
"243 Grattan St, San Francisco, CA, 94117",1134000,,1.0,2225.0,SINGLE_FAMILY,San Francisco
"166 Joost Ave, San Francisco, CA, 94131",1100000,2.0,1.0,1100.0,SINGLE_FAMILY,San Francisco
